"ED","AC","Report","GUID"
"Clooncoorha, Clare","Clare County Council","<a href="".\reports\html\2396--csohealthprofile--edname--clooncoorha--clare--acname--clare-county-council--edguid--2ae19629-2029-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2396--csohealthprofile--edname--clooncoorha--clare--acname--clare-county-council--edguid--2ae19629-2029-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2029-13a3-e055-000000000001"
"Clooney, Clare, 037034","Clare County Council","<a href="".\reports\html\2397--csohealthprofile--edname--clooney--clare--037034--acname--clare-county-council--edguid--2ae19629-202a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2397--csohealthprofile--edname--clooney--clare--037034--acname--clare-county-council--edguid--2ae19629-202a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-202a-13a3-e055-000000000001"
"Kilballyowen, Clare","Clare County Council","<a href="".\reports\html\2398--csohealthprofile--edname--kilballyowen--clare--acname--clare-county-council--edguid--2ae19629-202d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2398--csohealthprofile--edname--kilballyowen--clare--acname--clare-county-council--edguid--2ae19629-202d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-202d-13a3-e055-000000000001"
"Kilchreest, Clare","Clare County Council","<a href="".\reports\html\2399--csohealthprofile--edname--kilchreest--clare--acname--clare-county-council--edguid--2ae19629-202e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2399--csohealthprofile--edname--kilchreest--clare--acname--clare-county-council--edguid--2ae19629-202e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-202e-13a3-e055-000000000001"
"Kilcloher, Clare","Clare County Council","<a href="".\reports\html\2400--csohealthprofile--edname--kilcloher--clare--acname--clare-county-council--edguid--2ae19629-202f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2400--csohealthprofile--edname--kilcloher--clare--acname--clare-county-council--edguid--2ae19629-202f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-202f-13a3-e055-000000000001"
"Liscasey, Clare","Clare County Council","<a href="".\reports\html\2401--csohealthprofile--edname--liscasey--clare--acname--clare-county-council--edguid--2ae19629-2030-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2401--csohealthprofile--edname--liscasey--clare--acname--clare-county-council--edguid--2ae19629-2030-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2030-13a3-e055-000000000001"
"Lisdoonvarna, Clare","Clare County Council","<a href="".\reports\html\2402--csohealthprofile--edname--lisdoonvarna--clare--acname--clare-county-council--edguid--2ae19629-2031-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2402--csohealthprofile--edname--lisdoonvarna--clare--acname--clare-county-council--edguid--2ae19629-2031-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2031-13a3-e055-000000000001"
"Tullycreen, Clare","Clare County Council","<a href="".\reports\html\2403--csohealthprofile--edname--tullycreen--clare--acname--clare-county-council--edguid--2ae19629-2032-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2403--csohealthprofile--edname--tullycreen--clare--acname--clare-county-council--edguid--2ae19629-2032-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2032-13a3-e055-000000000001"
"Urlan, Clare","Clare County Council","<a href="".\reports\html\2404--csohealthprofile--edname--urlan--clare--acname--clare-county-council--edguid--2ae19629-2033-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2404--csohealthprofile--edname--urlan--clare--acname--clare-county-council--edguid--2ae19629-2033-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2033-13a3-e055-000000000001"
"Ennis No. 1 Urban, Clare","Clare County Council","<a href="".\reports\html\2405--csohealthprofile--edname--ennis-no--1-urban--clare--acname--clare-county-council--edguid--2ae19629-2034-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2405--csohealthprofile--edname--ennis-no--1-urban--clare--acname--clare-county-council--edguid--2ae19629-2034-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2034-13a3-e055-000000000001"
"Ennis No. 3 Urban, Clare","Clare County Council","<a href="".\reports\html\2406--csohealthprofile--edname--ennis-no--3-urban--clare--acname--clare-county-council--edguid--2ae19629-2035-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2406--csohealthprofile--edname--ennis-no--3-urban--clare--acname--clare-county-council--edguid--2ae19629-2035-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2035-13a3-e055-000000000001"
"Ennis No. 4 Urban, Clare","Clare County Council","<a href="".\reports\html\2407--csohealthprofile--edname--ennis-no--4-urban--clare--acname--clare-county-council--edguid--2ae19629-2036-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2407--csohealthprofile--edname--ennis-no--4-urban--clare--acname--clare-county-council--edguid--2ae19629-2036-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2036-13a3-e055-000000000001"
"Clooney, Clare, 037035","Clare County Council","<a href="".\reports\html\2408--csohealthprofile--edname--clooney--clare--037035--acname--clare-county-council--edguid--2ae19629-2037-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2408--csohealthprofile--edname--clooney--clare--037035--acname--clare-county-council--edguid--2ae19629-2037-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2037-13a3-e055-000000000001"
"Cloontra, Clare","Clare County Council","<a href="".\reports\html\2409--csohealthprofile--edname--cloontra--clare--acname--clare-county-council--edguid--2ae19629-2038-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2409--csohealthprofile--edname--cloontra--clare--acname--clare-county-council--edguid--2ae19629-2038-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2038-13a3-e055-000000000001"
"Kilfearagh, Clare","Clare County Council","<a href="".\reports\html\2410--csohealthprofile--edname--kilfearagh--clare--acname--clare-county-council--edguid--2ae19629-2039-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2410--csohealthprofile--edname--kilfearagh--clare--acname--clare-county-council--edguid--2ae19629-2039-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2039-13a3-e055-000000000001"
"Kilfenora, Clare","Clare County Council","<a href="".\reports\html\2411--csohealthprofile--edname--kilfenora--clare--acname--clare-county-council--edguid--2ae19629-203a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2411--csohealthprofile--edname--kilfenora--clare--acname--clare-county-council--edguid--2ae19629-203a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-203a-13a3-e055-000000000001"
"Lisheen, Clare","Clare County Council","<a href="".\reports\html\2412--csohealthprofile--edname--lisheen--clare--acname--clare-county-council--edguid--2ae19629-203b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2412--csohealthprofile--edname--lisheen--clare--acname--clare-county-council--edguid--2ae19629-203b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-203b-13a3-e055-000000000001"
"Loughea, Clare","Clare County Council","<a href="".\reports\html\2413--csohealthprofile--edname--loughea--clare--acname--clare-county-council--edguid--2ae19629-203c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2413--csohealthprofile--edname--loughea--clare--acname--clare-county-council--edguid--2ae19629-203c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-203c-13a3-e055-000000000001"
"Abbeymahon, Cork County","Cork County Council","<a href="".\reports\html\2414--csohealthprofile--edname--abbeymahon--cork-county--acname--cork-county-council--edguid--2ae19629-203d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2414--csohealthprofile--edname--abbeymahon--cork-county--acname--cork-county-council--edguid--2ae19629-203d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-203d-13a3-e055-000000000001"
"Adrigole, Cork County","Cork County Council","<a href="".\reports\html\2415--csohealthprofile--edname--adrigole--cork-county--acname--cork-county-council--edguid--2ae19629-203e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2415--csohealthprofile--edname--adrigole--cork-county--acname--cork-county-council--edguid--2ae19629-203e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-203e-13a3-e055-000000000001"
"Aghadown North, Cork County","Cork County Council","<a href="".\reports\html\2416--csohealthprofile--edname--aghadown-north--cork-county--acname--cork-county-council--edguid--2ae19629-203f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2416--csohealthprofile--edname--aghadown-north--cork-county--acname--cork-county-council--edguid--2ae19629-203f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-203f-13a3-e055-000000000001"
"Aghadown South, Cork County","Cork County Council","<a href="".\reports\html\2417--csohealthprofile--edname--aghadown-south--cork-county--acname--cork-county-council--edguid--2ae19629-2040-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2417--csohealthprofile--edname--aghadown-south--cork-county--acname--cork-county-council--edguid--2ae19629-2040-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2040-13a3-e055-000000000001"
"Aghern, Cork County","Cork County Council","<a href="".\reports\html\2418--csohealthprofile--edname--aghern--cork-county--acname--cork-county-council--edguid--2ae19629-2041-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2418--csohealthprofile--edname--aghern--cork-county--acname--cork-county-council--edguid--2ae19629-2041-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2041-13a3-e055-000000000001"
"Maas, Donegal","Donegal County Council","<a href="".\reports\html\2419--csohealthprofile--edname--maas--donegal--acname--donegal-county-council--edguid--2ae19629-2042-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2419--csohealthprofile--edname--maas--donegal--acname--donegal-county-council--edguid--2ae19629-2042-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2042-13a3-e055-000000000001"
"Magheraboy, Donegal","Donegal County Council","<a href="".\reports\html\2420--csohealthprofile--edname--magheraboy--donegal--acname--donegal-county-council--edguid--2ae19629-2043-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2420--csohealthprofile--edname--magheraboy--donegal--acname--donegal-county-council--edguid--2ae19629-2043-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2043-13a3-e055-000000000001"
"Magheraclogher, Donegal","Donegal County Council","<a href="".\reports\html\2421--csohealthprofile--edname--magheraclogher--donegal--acname--donegal-county-council--edguid--2ae19629-2044-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2421--csohealthprofile--edname--magheraclogher--donegal--acname--donegal-county-council--edguid--2ae19629-2044-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2044-13a3-e055-000000000001"
"Maghery, Donegal","Donegal County Council","<a href="".\reports\html\2422--csohealthprofile--edname--maghery--donegal--acname--donegal-county-council--edguid--2ae19629-2045-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2422--csohealthprofile--edname--maghery--donegal--acname--donegal-county-council--edguid--2ae19629-2045-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2045-13a3-e055-000000000001"
"Addergoole, Galway County","Galway County Council","<a href="".\reports\html\2423--csohealthprofile--edname--addergoole--galway-county--acname--galway-county-council--edguid--2ae19629-2046-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2423--csohealthprofile--edname--addergoole--galway-county--acname--galway-county-council--edguid--2ae19629-2046-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2046-13a3-e055-000000000001"
"Ahascragh, Galway County","Galway County Council","<a href="".\reports\html\2424--csohealthprofile--edname--ahascragh--galway-county--acname--galway-county-council--edguid--2ae19629-2047-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2424--csohealthprofile--edname--ahascragh--galway-county--acname--galway-county-council--edguid--2ae19629-2047-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2047-13a3-e055-000000000001"
"Clontuskert, Galway County","Galway County Council","<a href="".\reports\html\2425--csohealthprofile--edname--clontuskert--galway-county--acname--galway-county-council--edguid--2ae19629-2048-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2425--csohealthprofile--edname--clontuskert--galway-county--acname--galway-county-council--edguid--2ae19629-2048-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2048-13a3-e055-000000000001"
"Cloonbur, Galway County","Galway County Council","<a href="".\reports\html\2426--csohealthprofile--edname--cloonbur--galway-county--acname--galway-county-council--edguid--2ae19629-2049-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2426--csohealthprofile--edname--cloonbur--galway-county--acname--galway-county-council--edguid--2ae19629-2049-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2049-13a3-e055-000000000001"
"Cloonkeen, Galway County, 067065","Galway County Council","<a href="".\reports\html\2427--csohealthprofile--edname--cloonkeen--galway-county--067065--acname--galway-county-council--edguid--2ae19629-204a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2427--csohealthprofile--edname--cloonkeen--galway-county--067065--acname--galway-county-council--edguid--2ae19629-204a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-204a-13a3-e055-000000000001"
"Figart, Donegal","Donegal County Council","<a href="".\reports\html\2428--csohealthprofile--edname--figart--donegal--acname--donegal-county-council--edguid--2ae19629-204b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2428--csohealthprofile--edname--figart--donegal--acname--donegal-county-council--edguid--2ae19629-204b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-204b-13a3-e055-000000000001"
"Fintown, Donegal","Donegal County Council","<a href="".\reports\html\2429--csohealthprofile--edname--fintown--donegal--acname--donegal-county-council--edguid--2ae19629-204c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2429--csohealthprofile--edname--fintown--donegal--acname--donegal-county-council--edguid--2ae19629-204c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-204c-13a3-e055-000000000001"
"Aille, Galway County","Galway County Council","<a href="".\reports\html\2430--csohealthprofile--edname--aille--galway-county--acname--galway-county-council--edguid--2ae19629-204d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2430--csohealthprofile--edname--aille--galway-county--acname--galway-county-council--edguid--2ae19629-204d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-204d-13a3-e055-000000000001"
"Annagh, Galway County","Galway County Council","<a href="".\reports\html\2431--csohealthprofile--edname--annagh--galway-county--acname--galway-county-council--edguid--2ae19629-204e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2431--csohealthprofile--edname--annagh--galway-county--acname--galway-county-council--edguid--2ae19629-204e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-204e-13a3-e055-000000000001"
"Annaghdown, Galway County, 067009","Galway County Council","<a href="".\reports\html\2432--csohealthprofile--edname--annaghdown--galway-county--067009--acname--galway-county-council--edguid--2ae19629-204f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2432--csohealthprofile--edname--annaghdown--galway-county--067009--acname--galway-county-council--edguid--2ae19629-204f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-204f-13a3-e055-000000000001"
"Athenry, Galway County","Galway County Council","<a href="".\reports\html\2433--csohealthprofile--edname--athenry--galway-county--acname--galway-county-council--edguid--2ae19629-2050-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2433--csohealthprofile--edname--athenry--galway-county--acname--galway-county-council--edguid--2ae19629-2050-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2050-13a3-e055-000000000001"
"Aughrim, Galway County, 067014","Galway County Council","<a href="".\reports\html\2434--csohealthprofile--edname--aughrim--galway-county--067014--acname--galway-county-council--edguid--2ae19629-2051-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2434--csohealthprofile--edname--aughrim--galway-county--067014--acname--galway-county-council--edguid--2ae19629-2051-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2051-13a3-e055-000000000001"
"Aughrim, Galway County, 067015","Galway County Council","<a href="".\reports\html\2435--csohealthprofile--edname--aughrim--galway-county--067015--acname--galway-county-council--edguid--2ae19629-2052-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2435--csohealthprofile--edname--aughrim--galway-county--067015--acname--galway-county-council--edguid--2ae19629-2052-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2052-13a3-e055-000000000001"
"Cloonkeen, Galway County, 067066","Galway County Council","<a href="".\reports\html\2436--csohealthprofile--edname--cloonkeen--galway-county--067066--acname--galway-county-council--edguid--2ae19629-2053-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2436--csohealthprofile--edname--cloonkeen--galway-county--067066--acname--galway-county-council--edguid--2ae19629-2053-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2053-13a3-e055-000000000001"
"Cloonkeen, Galway County, 067067","Galway County Council","<a href="".\reports\html\2437--csohealthprofile--edname--cloonkeen--galway-county--067067--acname--galway-county-council--edguid--2ae19629-2054-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2437--csohealthprofile--edname--cloonkeen--galway-county--067067--acname--galway-county-council--edguid--2ae19629-2054-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2054-13a3-e055-000000000001"
"Colmanstown, Galway County","Galway County Council","<a href="".\reports\html\2438--csohealthprofile--edname--colmanstown--galway-county--acname--galway-county-council--edguid--2ae19629-2055-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2438--csohealthprofile--edname--colmanstown--galway-county--acname--galway-county-council--edguid--2ae19629-2055-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2055-13a3-e055-000000000001"
"Gartan, Donegal","Donegal County Council","<a href="".\reports\html\2439--csohealthprofile--edname--gartan--donegal--acname--donegal-county-council--edguid--2ae19629-2057-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2439--csohealthprofile--edname--gartan--donegal--acname--donegal-county-council--edguid--2ae19629-2057-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2057-13a3-e055-000000000001"
"Glen, Donegal","Donegal County Council","<a href="".\reports\html\2440--csohealthprofile--edname--glen--donegal--acname--donegal-county-council--edguid--2ae19629-2058-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2440--csohealthprofile--edname--glen--donegal--acname--donegal-county-council--edguid--2ae19629-2058-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2058-13a3-e055-000000000001"
"Annaghdown, Galway County, 067010","Galway County Council","<a href="".\reports\html\2441--csohealthprofile--edname--annaghdown--galway-county--067010--acname--galway-county-council--edguid--2ae19629-2059-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2441--csohealthprofile--edname--annaghdown--galway-county--067010--acname--galway-county-council--edguid--2ae19629-2059-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2059-13a3-e055-000000000001"
"Ardamullivan, Galway County","Galway County Council","<a href="".\reports\html\2442--csohealthprofile--edname--ardamullivan--galway-county--acname--galway-county-council--edguid--2ae19629-205a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2442--csohealthprofile--edname--ardamullivan--galway-county--acname--galway-county-council--edguid--2ae19629-205a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-205a-13a3-e055-000000000001"
"Ardrahan, Galway County","Galway County Council","<a href="".\reports\html\2443--csohealthprofile--edname--ardrahan--galway-county--acname--galway-county-council--edguid--2ae19629-205b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2443--csohealthprofile--edname--ardrahan--galway-county--acname--galway-county-council--edguid--2ae19629-205b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-205b-13a3-e055-000000000001"
"Ballinasloe Rural, Galway County","Galway County Council","<a href="".\reports\html\2444--csohealthprofile--edname--ballinasloe-rural--galway-county--acname--galway-county-council--edguid--2ae19629-205c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2444--csohealthprofile--edname--ballinasloe-rural--galway-county--acname--galway-county-council--edguid--2ae19629-205c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-205c-13a3-e055-000000000001"
"Ballinasloe Urban, Galway County","Galway County Council","<a href="".\reports\html\2445--csohealthprofile--edname--ballinasloe-urban--galway-county--acname--galway-county-council--edguid--2ae19629-205d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2445--csohealthprofile--edname--ballinasloe-urban--galway-county--acname--galway-county-council--edguid--2ae19629-205d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-205d-13a3-e055-000000000001"
"Ballinastack, Galway County","Galway County Council","<a href="".\reports\html\2446--csohealthprofile--edname--ballinastack--galway-county--acname--galway-county-council--edguid--2ae19629-205e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2446--csohealthprofile--edname--ballinastack--galway-county--acname--galway-county-council--edguid--2ae19629-205e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-205e-13a3-e055-000000000001"
"Ballinderry, Galway County","Galway County Council","<a href="".\reports\html\2447--csohealthprofile--edname--ballinderry--galway-county--acname--galway-county-council--edguid--2ae19629-205f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2447--csohealthprofile--edname--ballinderry--galway-county--acname--galway-county-council--edguid--2ae19629-205f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-205f-13a3-e055-000000000001"
"Carrickart, Donegal","Donegal County Council","<a href="".\reports\html\2448--csohealthprofile--edname--carrickart--donegal--acname--donegal-county-council--edguid--2ae19629-2060-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2448--csohealthprofile--edname--carrickart--donegal--acname--donegal-county-council--edguid--2ae19629-2060-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2060-13a3-e055-000000000001"
"Carrickboy, Donegal","Donegal County Council","<a href="".\reports\html\2449--csohealthprofile--edname--carrickboy--donegal--acname--donegal-county-council--edguid--2ae19629-2061-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2449--csohealthprofile--edname--carrickboy--donegal--acname--donegal-county-council--edguid--2ae19629-2061-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2061-13a3-e055-000000000001"
"Glenalla, Donegal","Donegal County Council","<a href="".\reports\html\2450--csohealthprofile--edname--glenalla--donegal--acname--donegal-county-council--edguid--2ae19629-2062-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2450--csohealthprofile--edname--glenalla--donegal--acname--donegal-county-council--edguid--2ae19629-2062-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2062-13a3-e055-000000000001"
"West Donegal, Donegal","Donegal County Council","<a href="".\reports\html\2451--csohealthprofile--edname--west-donegal--donegal--acname--donegal-county-council--edguid--2ae19629-2063-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2451--csohealthprofile--edname--west-donegal--donegal--acname--donegal-county-council--edguid--2ae19629-2063-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2063-13a3-e055-000000000001"
"Malin, Donegal","Donegal County Council","<a href="".\reports\html\2452--csohealthprofile--edname--malin--donegal--acname--donegal-county-council--edguid--2ae19629-2064-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2452--csohealthprofile--edname--malin--donegal--acname--donegal-county-council--edguid--2ae19629-2064-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2064-13a3-e055-000000000001"
"Malinbeg, Donegal","Donegal County Council","<a href="".\reports\html\2453--csohealthprofile--edname--malinbeg--donegal--acname--donegal-county-council--edguid--2ae19629-2065-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2453--csohealthprofile--edname--malinbeg--donegal--acname--donegal-county-council--edguid--2ae19629-2065-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2065-13a3-e055-000000000001"
"Manorcunningham, Donegal","Donegal County Council","<a href="".\reports\html\2454--csohealthprofile--edname--manorcunningham--donegal--acname--donegal-county-council--edguid--2ae19629-2066-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2454--csohealthprofile--edname--manorcunningham--donegal--acname--donegal-county-council--edguid--2ae19629-2066-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2066-13a3-e055-000000000001"
"Meenaclady, Donegal","Donegal County Council","<a href="".\reports\html\2455--csohealthprofile--edname--meenaclady--donegal--acname--donegal-county-council--edguid--2ae19629-2067-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2455--csohealthprofile--edname--meenaclady--donegal--acname--donegal-county-council--edguid--2ae19629-2067-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2067-13a3-e055-000000000001"
"Ballinduff, Galway County","Galway County Council","<a href="".\reports\html\2456--csohealthprofile--edname--ballinduff--galway-county--acname--galway-county-council--edguid--2ae19629-2068-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2456--csohealthprofile--edname--ballinduff--galway-county--acname--galway-county-council--edguid--2ae19629-2068-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2068-13a3-e055-000000000001"
"Ballintemple, Galway County","Galway County Council","<a href="".\reports\html\2457--csohealthprofile--edname--ballintemple--galway-county--acname--galway-county-council--edguid--2ae19629-2069-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2457--csohealthprofile--edname--ballintemple--galway-county--acname--galway-county-council--edguid--2ae19629-2069-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-2069-13a3-e055-000000000001"
"Carrowkeel, Donegal","Donegal County Council","<a href="".\reports\html\2458--csohealthprofile--edname--carrowkeel--donegal--acname--donegal-county-council--edguid--2ae19629-206a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2458--csohealthprofile--edname--carrowkeel--donegal--acname--donegal-county-council--edguid--2ae19629-206a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-206a-13a3-e055-000000000001"
"Carthage, Donegal","Donegal County Council","<a href="".\reports\html\2459--csohealthprofile--edname--carthage--donegal--acname--donegal-county-council--edguid--2ae19629-206b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2459--csohealthprofile--edname--carthage--donegal--acname--donegal-county-council--edguid--2ae19629-206b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-206b-13a3-e055-000000000001"
"Castlecary, Donegal","Donegal County Council","<a href="".\reports\html\2460--csohealthprofile--edname--castlecary--donegal--acname--donegal-county-council--edguid--2ae19629-206c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2460--csohealthprofile--edname--castlecary--donegal--acname--donegal-county-council--edguid--2ae19629-206c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-206c-13a3-e055-000000000001"
"Gleneely, Donegal, 057073","Donegal County Council","<a href="".\reports\html\2461--csohealthprofile--edname--gleneely--donegal--057073--acname--donegal-county-council--edguid--2ae19629-206d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2461--csohealthprofile--edname--gleneely--donegal--057073--acname--donegal-county-council--edguid--2ae19629-206d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-206d-13a3-e055-000000000001"
"Gleneely, Donegal, 057074","Donegal County Council","<a href="".\reports\html\2462--csohealthprofile--edname--gleneely--donegal--057074--acname--donegal-county-council--edguid--2ae19629-206e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2462--csohealthprofile--edname--gleneely--donegal--057074--acname--donegal-county-council--edguid--2ae19629-206e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-206e-13a3-e055-000000000001"
